,isbn,count
38067,1570827273,1
38068,1570827974,0
38069,1570828016,1
38070,1570828768,1
38071,1572153237,1
38072,1573220396,1
38073,1573220639,1
38074,1573221465,7
38075,1573226130,1
38076,1573229075,5
38077,1578630053,1
38078,1580173128,1
38079,1580601200,0
38080,1580630200,3
38081,1582431817,2
38082,1583224912,8
38083,1843090325,2
38084,1853267295,1
38085,1858545129,0
38086,1878067214,1
38087,1879958236,1
38088,1883013348,1
38089,1885222556,3
38090,1885222564,1
38091,1885222572,1
38092,1885222580,0
38093,1885222599,1
38094,1885222602,1
38095,1885222610,1
38096,1885222629,1
38097,1885222645,0
38098,1885222653,1
38099,1885222661,1
38100,188522267X,1
38101,1885222696,1
38102,188522270X,0
38103,1885222718,1
38104,1885222726,1
38105,1885222734,1
38106,1888173084,1
38107,1889681024,1
38108,1892051060,3
38109,1931514879,1
38110,0316579211,1
38111,0515089958,3
38112,0590430033,3
38113,0684815648,0
38114,0688157483,2
38115,0892966556,2
38116,096177441X,1
38117,1568656505,1
38118,1568658273,1
38119,0761300422,1
38120,0761314423,1
38121,076132562X,1
38122,0881063940,2
38123,0743453913,2
38124,0760723788,1
38125,0895773287,1
38126,0449002411,20
38127,0380712210,2
38128,0140280103,3
38129,0425173933,1
38130,1571310266,1
38131,0375719563,1
38132,0688168469,0
38133,0831706813,2
38134,0446364304,3
38135,0312261772,2
38136,0913089257,3
38137,0066620422,1
38138,0312056133,1
38139,0446524298,0
38140,0688161480,4
38141,0804819823,0
38142,0812930371,3
38143,087584801X,1
38144,0449214265,4
38145,3442451140,2
38146,3446202730,1
38147,349922285X,1
38148,3499233126,1
38149,0140283293,3
38150,0142002097,2
38151,0394572300,6
38152,0517799634,0
38153,0684867400,1
38154,0688123252,3
38155,074931723X,0
38156,0940322684,4
38157,1585420638,1
38158,1590170180,1
38159,0385333722,2
38160,0312303726,0
38161,1575666618,2
38162,3426625083,2
38163,0060508302,14
38164,0061031445,10
38165,0310233194,0
38166,0373441266,2
38167,0385244002,1
38168,0385295081,2
38169,0395727685,1
38170,0446516988,5
38171,0525936467,1
38172,0671014161,7
38173,0764223887,2
38174,0786002069,1
38175,0821752286,3
38176,1551666022,10
38177,157778121X,1
38178,0020698461,1
38179,0023401354,1
38180,0029079705,1
38181,003001512X,1
38182,0030115078,0
38183,0030975891,1
38184,0060392584,3
38185,0060404361,1
38186,0060806982,2
38187,0060921153,1
38188,0061044571,5
38189,0061058246,3
38190,0062734288,0
38191,0064637204,1
38192,0070074437,1
38193,0070123322,1
38194,0070296979,1
38195,0070465037,0
38196,0070561362,1
38197,0070561567,1
38198,0070605769,1
38199,0072295090,1
38200,0130112887,0
38201,0130127310,1
38202,0130342653,1
38203,0130464171,1
38204,0130815667,1
38205,0130904635,0
38206,0133622290,1
38207,0134792475,1
38208,0139245553,1
38209,0140231226,1
38210,0140481397,2
38211,015334850X,1
38212,0157175308,1
38213,0192834878,2
38214,0192840282,1
38215,0192876597,1
38216,0195029488,0
38217,0195037286,1
38218,0195044509,1
38219,0195081382,1
38220,0195114485,1
38221,0195407504,0
38222,0201409488,1
38223,0205309453,1
38224,0226816273,2
38225,0231102976,0
38226,0253188709,1
38227,0275943550,1
38228,0300058675,1
38229,0300084285,1
38230,0306444712,0
38231,0306459809,1
38232,0312097883,2
38233,0312141017,1
38234,0312143575,0
38235,0312187947,1
38236,0312210310,1
38237,0312631901,1
38238,0312857675,5
38239,0312890001,3
38240,0312964056,1
38241,0313300704,0
38242,0316829358,1
38243,0316955159,2
38244,0321056817,1
38245,0345296176,0
38246,0345409574,6
38247,0373034091,2
38248,0373224613,0
38249,0373700059,1
38250,0374321272,1
38251,0374520259,1
38252,0375700366,1
38253,0380007789,5
38254,0380789787,1
38255,0385014805,1
38256,0385086164,1
38257,0385098847,0
38258,0385135025,1
38259,0385143672,1
38260,0385145969,1
38261,0385188188,1
38262,0385260458,3
38263,0385263058,1
38264,0385293054,0
38265,0385308752,2
38266,0385308957,1
38267,0385319673,6
38268,0385324073,1
38269,038541479X,1
38270,0385418574,1
38271,0385418965,0
38272,0385470940,1
38273,0385473184,1
38274,0385474555,1
38275,0385487525,1
38276,0393006441,0
38277,0393091724,1
38278,0393096653,1
38279,0393309762,2
38280,0393972917,0
38281,0393973573,1
38282,0393975681,2
38283,039397569X,1
38284,0393977226,0
38285,039453574X,1
38286,0394755235,1
38287,0395081831,2
38288,0395140994,0
38289,0395688612,1
38290,0395689902,3
38291,0395857929,0
38292,0395909376,1
38293,0399226168,1
38294,0404614817,1
38295,0415141842,1
38296,0440125669,0
38297,0440209153,2
38298,0440507863,1
38299,0441005373,1
38300,0441234224,0
38301,0446394173,1
38302,0446602914,4
38303,044815689X,1
38304,044970436X,1
38305,0451114493,1
38306,0451186311,0
38307,0451197488,1
38308,0451407938,2
38309,0451409450,6
38310,0452265010,3
38311,0452273307,4
38312,0452282764,3
38313,0471113565,1
38314,0486211258,1
38315,0500237549,1
38316,0500272425,2
38317,0505521164,1
38318,0515115843,6
38319,0517031531,2
38320,0517121794,1
38321,0517187213,3
38322,0517530317,1
38323,0517538393,1
38324,0517577305,1
38325,0520047478,0
38326,0521437350,1
38327,0521565871,1
38328,0523414889,1
38329,0525097805,1
38330,0525245707,0
38331,0525456074,1
38332,0525459294,2
38333,0525459537,1
38334,0525944451,0
38335,0531085880,1
38336,0531087069,1
38337,0534560709,1
38338,0553103245,1
38339,0553109200,8
38340,0553212974,4
38341,0553275283,3
38342,0553372882,1
38343,0573605742,0
38344,0590480464,1
38345,0609800981,4
38346,065800221X,1
38347,067003116X,5
38348,067084554X,1
38349,0670851302,0
38350,0670857416,1
38351,0670869392,2
38352,0671011332,1
38353,0671448331,1
38354,0671459716,1
38355,0671684264,4
38356,0671684612,2
38357,0671689703,0
38358,0671809865,1
38359,0671811916,1
38360,0671897071,5
38361,067352390X,1
38362,0673995526,1
38363,0674443624,1
38364,0674503589,2
38365,0674704940,0
38366,0679413936,1
38367,0679422579,2
38368,0679765891,1
38369,0679784071,0
38370,0679958568,1
38371,0679970584,1
38372,068481451X,2
38373,0684844419,2
38374,0688057748,1
38375,0688059902,1
38376,0688078885,0
38377,068808365X,2
38378,0688101755,1
38379,0688111327,1
38380,0688135064,0
38381,0688139019,1
38382,0688143733,1
38383,0689312539,1
38384,0689806973,1
38385,0689831528,0
38386,0700603808,1
38387,0700609369,1
38388,0710002440,1
38389,0714539139,1
38390,0736628916,0
38391,0743452402,1
38392,0751516643,3
38393,0761503714,2
38394,0761504966,2
38395,0761518118,3
38396,0761524851,1
38397,0763604895,2
38398,0764500481,2
38399,0764560670,0
38400,0765606852,1
38401,0786803959,1
38402,078942522X,1
38403,0791412822,1
38404,080105060X,0
38405,080105396X,1
38406,0801420113,1
38407,0801494257,1
38408,080149687X,1
38409,0802772412,0
38410,0802772439,1
38411,0802772463,1
38412,0802772471,1
38413,0802772528,1
38414,0802772536,0
38415,0802772544,1
38416,0802773249,1
38417,0803273185,1
38418,0803706200,1
38419,0803711921,0
38420,0803945418,1
38421,0804105588,1
38422,0805026568,1
38423,0805026584,1
38424,0805032576,2
38425,0805037942,1
38426,0807588199,1
38427,0808575376,0
38428,0810118882,1
38429,0811201015,1
38430,0811210308,1
38431,0812043626,1
38432,0813315840,0
38433,0813911494,1
38434,0814158692,1
38435,0815604785,1
38436,0815625596,1
38437,0816631298,0
38438,0816635269,1
38439,0817013989,1
38440,082171337X,2
38441,0821717626,1
38442,0821734105,2
38443,0821747983,1
38444,0822003376,2
38445,0822005514,2
38446,0823412865,1
38447,0834218674,1
38448,0836267451,4
38449,0837876095,1
38450,0838481248,1
38451,0842342982,1
38452,0842362207,1
38453,0842380019,1
38454,0843937440,1
38455,0843938331,1
38456,0843939958,2
38457,0843941758,1
38458,0843944099,2
38459,0843944412,2
38460,0844252565,0
38461,0844273260,1
38462,0844278521,2
38463,0849916526,1
38464,0850096308,0
38465,0870031279,1
38466,0871626020,1
38467,0872494624,1
38468,0873525655,1
38469,0873529758,4
38470,0874364353,1
38471,0874711711,1
38472,0878450726,1
38473,0878916318,1
38474,0880708697,1
38475,0881254908,1
38476,088344075X,1
38477,0883470462,1
38478,0894101412,0
38479,089774151X,1
38480,0898792231,1
38481,0898794420,2
38482,0898798760,0
38483,0898799015,1
38484,0898799813,1
38485,0899199577,1
38486,089966945X,1
38487,0911954651,1
38488,0915144433,1
38489,0938410857,1
38490,096146447X,1
38491,0962044555,0
38492,0962144401,2
38493,096547335X,1
38494,1556610793,1
38495,1557041318,1
38496,1557484562,1
38497,1557831572,2
38498,155850012X,1
38499,1559722002,2
38500,1560542942,1
38501,1561001058,0
38502,1563890828,2
38503,1563971437,1
38504,1564762440,4
38505,1565103726,1
38506,1565109422,0
38507,1565631706,1
38508,1565937287,1
38509,1566868912,1
38510,1569873526,1
38511,1569874484,0
38512,1571103422,1
38513,1576731839,1
38514,1577180941,1
38515,1579901751,1
38516,1581150296,0
38517,1582970440,2
38518,1582970696,2
38519,1585672998,1
38520,1585980730,1
38521,1586481304,1
38522,1850156409,1
38523,1853264253,1
38524,1853264296,1
38525,1853264334,2
38526,1878067826,0
38527,1882577981,2
38528,1885266006,1
38529,3791313657,1
38530,9679785904,0
38531,2266073354,2
38532,2266073362,1
38533,0425071707,1
38534,0451182758,0
38535,0671422162,2
38536,014002848X,2
38537,0001046438,0
38538,000104687X,1
38539,0001047213,1
38540,0001048082,2
38541,0002163713,0
38542,0002241358,1
38543,0002252376,1
38544,0002253372,1
38545,0004704754,1
38546,000611962X,0
38547,0006156487,1
38548,0006370829,2
38549,0006380964,1
38550,0006548539,1
38551,0006548830,3
38552,0007100108,1
38553,0007114788,1
38554,0007144350,2
38555,0020332858,0
38556,0020820445,1
38557,0025226207,1
38558,0029640407,1
38559,0029690803,1
38560,0029692407,0
38561,0029693306,1
38562,0046410430,1
38563,0060007761,2
38564,0060094818,1
38565,0060103132,1
38566,0060164115,1
38567,0060168412,1
38568,0060170085,1
38569,0060264500,2
38570,0060512180,2
38571,0060531045,1
38572,0060581859,1
38573,0060923970,1
38574,0060927615,0
38575,006095969X,1
38576,0060971169,1
38577,0060974680,2
38578,0060975962,1
38579,0061003344,1
38580,0070236577,1
38581,007051092X,1
38582,0070523398,0
38583,0075535572,1
38584,0091793475,1
38585,0091800625,2
38586,0094657203,0
38587,0099302004,1
38588,0099429284,5
38589,0099435136,2
38590,0130582158,1
38591,0130832545,2
38592,0134169824,1
38593,013852632X,0
38594,0140004211,3
38595,0140006680,5
38596,0140008217,3
38597,0140009841,1
38598,014001165X,1
38599,0140012796,1
38600,0140013113,2
38601,0140018484,0
38602,0140020268,1
38603,0140021760,1
38604,0140021965,1
38605,0140026495,1
38606,0140028382,1
38607,0140028420,4
38608,0140028757,2
38609,0140033416,2
38610,0140035877,1
38611,0140039643,1
38612,0140043578,1
38613,0140050965,0
38614,0140057579,1
38615,0140059318,1
38616,0140062149,2
38617,014006768X,2
38618,0140068600,1
38619,0140070842,1
38620,0140071466,0
38621,0140077154,4
38622,0140082581,1
38623,0140083758,3
38624,0140087079,1
38625,0140101330,2
38626,0140109951,1
38627,0140117563,1
38628,0140118373,2
38629,0140119183,1
38630,0140137661,0
38631,0140144757,1
38632,0140147470,5
38633,0140149090,1
38634,0140150331,1
38635,0140157654,5
38636,0140159401,4
38637,0140180575,1
38638,0140183000,2
38639,0140184872,0
38640,0140185356,1
38641,0140185402,1
38642,0140185518,1
38643,0140185941,1
38644,0140187502,4
38645,0140188185,1
38646,0140235795,1
38647,0140236236,2
38648,0140238956,0
38649,014024476X,1
38650,0140264728,2
38651,0140266844,1
38652,014027443X,0
38653,0140293108,1
38654,0140296239,1
38655,0140302727,1
38656,0140318291,1
38657,0140318305,0
38658,0140324623,5
38659,0140390480,3
38660,0140430520,2
38661,0140430997,2
38662,0140434585,0
38663,0140436936,2
38664,0140440356,3
38665,0140446362,1
38666,0140461043,1
38667,0140510141,1
38668,0140510265,1
38669,0140511245,1
38670,0140512535,1
38671,0140522808,1
38672,0140585796,0
38673,0140621954,2
38674,0140772863,1
38675,0140861726,1
38676,0140865918,1
38677,0141002999,1
38678,0141185503,1
38679,0141186070,1
38680,0141186224,0
38681,0141186453,1
38682,0141439688,2
38683,0141804130,1
38684,0142003263,0
38685,0142437301,1
38686,0146001338,1
38687,0151005214,1
38688,0151777209,1
38689,0152004564,0
38690,0152047263,1
38691,0156027496,2
38692,0156132672,1
38693,0156471140,0
38694,0156551373,1
38695,015675830X,1
38696,0174324987,1
38697,019215897X,1
38698,0192802615,0
38699,0192815067,1
38700,0192817361,3
38701,0192833758,1
38702,0192834444,3
38703,0192834843,0
38704,0192835009,1
38705,0192851527,1
38706,0193151561,1
38707,0198605714,1
38708,0198605722,0
38709,0198607083,1
38710,0198880324,1
38711,0224020374,1
38712,0224022121,1
38713,0224609920,0
38714,0224615335,1
38715,0226074889,1
38716,0226720977,1
38717,0226743403,2
38718,0226848655,2
38719,0231124244,1
38720,0233990003,0
38721,024102062X,1
38722,0241133602,1
38723,0241893542,1
38724,0241902576,1
38725,0246109351,0
38726,0273601334,1
38727,0283994568,2
38728,0283998792,1
38729,0297777661,0
38730,0304327158,1
38731,0306801426,1
38732,030680607X,1
38733,0306811057,1
38734,0307604837,0
38735,031211883X,2
38736,0312395434,1
38737,0312420838,1
38738,0312445288,0
38739,031251543X,1
38740,0312921691,1
38741,0312961286,2
38742,0312981309,1
38743,0312981708,2
38744,0312981716,1
38745,0313305714,1
38746,0316261750,1
38747,0316262501,1
38748,0316262803,1
38749,0316264903,0
38750,0316289280,1
38751,0316290998,1
38752,0316332208,1
38753,0316332976,1
38754,0316340979,0
38755,0316642509,1
38756,0316769533,4
38757,0316785474,1
38758,0316926108,6
38759,0316926116,2
38760,0318233614,1
38761,0330240234,1
38762,0330241486,1
38763,033026012X,3
38764,0330287656,3
38765,0330289764,1
38766,0330295861,1
38767,033029623X,1
38768,0330299301,3
38769,0330305042,2
38770,0330305077,1
38771,0330306863,0
38772,033030724X,1
38773,0330311662,1
38774,0330326856,3
38775,033033347X,2
38776,0330336630,5
38777,0330338331,1
38778,0330343327,1
38779,0330344943,2
38780,0330345605,7
38781,0330488759,1
38782,0330501321,1
38783,0330501755,1
38784,0333245741,1
38785,0333274520,1
38786,0333391004,0
38787,0333427947,1
38788,0333553497,1
38789,0333572262,1
38790,0333711335,1
38791,0333761294,2
38792,033390673X,1
38793,0340044454,1
38794,0340368039,0
38795,0340394595,1
38796,0340410604,1
38797,034042320X,1
38798,0340494832,1
38799,0340549157,1
38800,034069310X,1
38801,0340707712,2
38802,0340715618,1
38803,034071879X,1
38804,0340733632,1
38805,0340769688,1
38806,0340770112,0
38807,0340793929,1
38808,0340794631,1
38809,0340798882,1
38810,0340866594,1
38811,0345097556,0
38812,0345215885,1
38813,0345327462,3
38814,0345330838,1
38815,0345365208,3
38816,0345417992,1
38817,0345915623,1
38818,0345915631,1
38819,0349106630,1
38820,0352301961,0
38821,0363000100,1
38822,0370015568,1
38823,0374528047,1
38824,0375413847,1
38825,0375420576,0
38826,037550169X,1
38827,0375501754,1
38828,0375508457,1
38829,0375700706,1
38830,0375757406,2
38831,0375757899,3
38832,037602965X,1
38833,0380472821,5
38834,0380702924,1
38835,0380718235,1
38836,0380725010,1
38837,038507428X,1
38838,0385188129,1
38839,0385240236,0
38840,0385261861,1
38841,0385279353,1
38842,0385283741,1
38843,0385298803,1
38844,0385301375,0
38845,0385405138,1
38846,0385720149,2
38847,0393087247,1
38848,0393313328,0
38849,0393315460,2
38850,0393315819,6
38851,039332138X,1
38852,0393323374,3
38853,0393979261,0
38854,0394297393,1
38855,0394487265,1
38856,0395322154,1
38857,0395442435,1
38858,0395510821,0
38859,0395907284,1
38860,0396051057,1
38861,0396078346,1
38862,039731681X,1
38863,0399126740,0
38864,0399133550,1
38865,0399134964,1
38866,0399510672,1
38867,0405016107,1
38868,0423022903,0
38869,0425098826,3
38870,0425139808,3
38871,0425143198,1
38872,0425169294,1
38873,0425170551,1
38874,0425173747,3
38875,0425192946,1
38876,0434918806,1
38877,0436204959,1
38878,0436270846,1
38879,0439436494,0
38880,0440077419,1
38881,0440108241,1
38882,0440201071,1
38883,0440218802,5
38884,0445043024,3
38885,0445084936,1
38886,0446314277,1
38887,0446348325,2
38888,0446381896,1
38889,0446404799,0
38890,0446514594,3
38891,0446679208,2
38892,0449202402,1
38893,0449205622,1
38894,0449206270,1
38895,0449208516,0
38896,0449213005,1
38897,0449215814,1
38898,0449909131,1
38899,0450055868,1
38900,0450536599,0
38901,0450549739,1
38902,0451092899,1
38903,0451114329,1
38904,0451143310,1
38905,0451157001,0
38906,0451165934,1
38907,0451199782,1
38908,0451199901,1
38909,0451200519,2
38910,0451407474,1
38911,0451518942,1
38912,0451525566,2
38913,0451528883,3
38914,0451529227,0
38915,0451529340,1
38916,0451627768,1
38917,0452254132,1
38918,0452261988,1
38919,0452264561,0
38920,0452266289,1
38921,0452273005,1
38922,0452274982,1
38923,0452283434,1
38924,0452284384,1
38925,0452284902,7
38926,0460030280,0
38927,0465038131,1
38928,0486280306,1
38929,0486287319,1
38930,0486415872,4
38931,0500202753,1
38932,0515121207,4
38933,0515125040,2
38934,0517131633,1
38935,0517400685,1
38936,0517439298,0
38937,0517548755,1
38938,0517550261,1
38939,0517597209,2
38940,0517799820,1
38941,0520006534,1
38942,0520044746,1
38943,0520044770,1
38944,0520220935,0
38945,0520237714,1
38946,0521337291,3
38947,0521403979,0
38948,0521425069,2
38949,0552112518,1
38950,0552118079,1
38951,0552125717,0
38952,0552990868,2
38953,0552991872,1
38954,0552995428,1
38955,0553050354,1
38956,0553051431,1
38957,0553052152,1
38958,0553121952,1
38959,055317245X,1
38960,0553176358,1
38961,0553241621,1
38962,0553261738,1
38963,0553276670,1
38964,0553340670,1
38965,0553350005,2
38966,0553350455,1
38967,0553403877,1
38968,0553403893,1
38969,0553480359,1
38970,0553581449,1
38971,055376196X,2
38972,0553812459,1
38973,0563204222,0
38974,0563205199,1
38975,0563205962,1
38976,0563206268,1
38977,0563208317,1
38978,0563360828,0
38979,0563370017,1
38980,0563371560,1
38981,0563383232,1
38982,0563383623,1
38983,0563384034,0
38984,0563537248,2
38985,056353737X,1
38986,0571069770,1
38987,0571088392,0
38988,0571134769,1
38989,0571149030,3
38990,0571176437,0
38991,0571177468,1
38992,0571178731,1
38993,057117969X,1
38994,0571194737,3
38995,0571197140,1
38996,0571206298,1
38997,0573018693,1
38998,0575016639,1
38999,0575041773,2
39000,0575052937,0
39001,0582488354,1
39002,0582556503,1
39003,0582781248,1
39004,0582782279,1
39005,0583129293,0
39006,0586040102,2
39007,0586044752,1
39008,0586055053,1
39009,0586056076,1
39010,0586060243,1
39011,0586062122,1
39012,058621075X,1
39013,0595132642,2
39014,060033919X,1
39015,0600353214,1
39016,0600367088,0
39017,0600387682,1
39018,060059114X,1
39019,0600600092,1
39020,0600607275,1
39021,060620069X,0
39022,0609608754,1
39023,061317495X,1
39024,0613458451,1
39025,0670032158,1
39026,0670811327,1
39027,0670847585,1
39028,0670865052,1
39029,0670870412,1
39030,0670879371,3
39031,0670883573,3
39032,0670910635,1
39033,0671042750,2
39034,0671225235,1
39035,0671466844,1
39036,0671473069,1
39037,0671530720,0
39038,0671540866,1
39039,0671556940,1
39040,067162508X,2
39041,0671648454,3
39042,0671671197,1
39043,0671708163,2
39044,0671728687,1
39045,0671779672,1
39046,0671803069,1
39047,0671830163,1
39048,0671852884,1
39049,0679018867,1
39050,0679406573,0
39051,0679435921,1
39052,0679442251,1
39053,0679442545,2
39054,0679455620,0
39055,067960085X,4
39056,067973449X,2
39057,0679736093,1
39058,0679736875,4
39059,0679738959,3
39060,0679745661,2
39061,067976416X,1
39062,0679767908,3
39063,0679773258,1
39064,0679777504,6
39065,0679778314,1
39066,0679781471,0
39067,0684149427,1
39068,0684149478,1
39069,0684152207,1
39070,0684160323,1
39071,0684184559,0
39072,0684804441,6
39073,0684806843,1
39074,0684814935,1
39075,0684829479,0
39076,0684863553,1
39077,0684864703,2
39078,0685239306,1
39079,0685239357,0
39080,0686408233,1
39081,068803487X,1
39082,0688097502,1
39083,0689700490,1
39084,0701113332,0
39085,0701122072,1
39086,0701202785,1
39087,0704300052,1
39088,0704340089,1
39089,070637343X,0
39090,0706374061,1
39091,0706400674,1
39092,0706404130,1
39093,0706702131,1
39094,0708847749,0
39095,0708848850,1
39096,0708849040,1
39097,0708901190,1
39098,0708902936,1
39099,0708983537,0
39100,0711905525,2
39101,0713910283,1
39102,071538015X,1
39103,0718112253,0
39104,0718126335,1
39105,0718128125,1
39106,0718129997,1
39107,0718140974,1
39108,071830246X,0
39109,0719524407,1
39110,0719539242,1
39111,072060687X,1
39112,0720610990,1
39113,0720708346,0
39114,0720708400,1
39115,0722164467,1
39116,0722169450,1
39117,0722538820,1
39118,0722651902,0
39119,0723200602,1
39120,0723200688,1
39121,0723200777,1
39122,0723200912,1
39123,0723200920,0
39124,0723215111,1
39125,0723215138,1
39126,0723215286,1
39127,0723215316,1
39128,0723215537,1
39129,0723215650,1
39130,0723215812,1
39131,0723216193,1
39132,0723216215,0
39133,0723216428,1
39134,0723216657,1
39135,0723227594,1
39136,0723233632,1
39137,0723236976,0
39138,0723240132,1
39139,0736613633,1
39140,0736618201,1
39141,0739308920,1
39142,0743219864,0
39143,0743246985,2
39144,0743466519,4
39145,074347712X,4
39146,0745119948,1
39147,0745143954,1
39148,0745920373,0
39149,0747232164,1
39150,0747246858,1
39151,0747403511,1
39152,0747501866,1
39153,0747503931,0
39154,0747506183,1
39155,0747518297,3
39156,0747524432,1
39157,0747536147,1
39158,0747542333,5
39159,0747543992,1
39160,0747565333,0
39161,0749000309,1
39162,0749318538,2
39163,0749394803,1
39164,0749394854,0
39165,0749429704,1
39166,0749435526,1
39167,0749910402,1
39168,0749915609,1
39169,0749918810,0
39170,074991937X,1
39171,0751509817,1
39172,0752515187,1
39173,0752802593,1
39174,075282032X,0
39175,0752832646,1
39176,0753102951,1
39177,0753500418,1
39178,0753812851,1
39179,075400287X,0
39180,0754081419,1
39181,0755100174,1
39182,0759638675,1
39183,0761307869,1
39184,0761412158,0
39185,0761511059,1
39186,0762102489,1
39187,0762407700,1
39188,0764120581,1
39189,0765197804,0
39190,0767906551,3
39191,0767910109,6
39192,0781802008,1
39193,0783813791,1
39194,0783816553,1
39195,0783816561,0
39196,0785748830,1
39197,0786118822,1
39198,0786225955,1
39199,0786704209,1
39200,0786709154,1
39201,0786712317,1
39202,0786867973,1
39203,0786880821,1
39204,0788154117,1
39205,078878949X,2
39206,0802132596,1
39207,0802135765,1
39208,0802141323,1
39209,0802151787,1
39210,0802151795,1
39211,0805062734,4
39212,0805210644,1
39213,0805402071,1
39214,0806514264,1
39215,0809400294,1
39216,0809400669,0
39217,0809400693,1
39218,0810115905,2
39219,0811201880,5
39220,0811213188,1
39221,0811715140,1
39222,0812966988,1
39223,0812972112,1
39224,0814806783,0
39225,0814806910,1
39226,0815410018,1
39227,0815410719,1
39228,0816603588,1
39229,0816606811,0
39230,0816633681,1
39231,0816637318,1
39232,0816637814,1
39233,0816638624,1
39234,0831748680,0
39235,0831750286,1
39236,083260643X,1
39237,0836927664,1
39238,0844235296,1
39239,0844663883,0
39240,0848822862,1
39241,0851193889,1
39242,0851792626,1
39243,0852234880,1
39244,0852236492,0
39245,0852237855,1
39246,0855330902,1
39247,0856160008,1
39248,086051210X,1
39249,0862419999,0
39250,0862832578,1
39251,0863185592,1
39252,0863695884,1
39253,0863696325,1
39254,0870527711,1
39255,0871131439,1
39256,0871132893,1
39257,087113635X,2
39258,0871293439,1
39259,0871318156,2
39260,0871401835,1
39261,0874778409,2
39262,0874918758,1
39263,087584569X,0
39264,0877289190,3
39265,0877959552,1
39266,0879101350,1
39267,0879515317,1
39268,0879517336,1
39269,0880015926,1
39270,0889951640,0
39271,0891043039,1
39272,089577951X,1
39273,0896212068,1
39274,0898702682,4
39275,0904041034,1
39276,0906286182,0
39277,0906348188,1
39278,0906517109,1
39279,0906517249,1
39280,0910395543,1
39281,0911104917,0
39282,0920953719,1
39283,0929099028,1
39284,0933328133,1
39285,0940322994,1
39286,0940450534,1
39287,0945353626,1
39288,0946719632,2
39289,0948238259,0
39290,094825940X,1
39291,0952671913,1
39292,096195907X,1
39293,1400034191,1
39294,1400034205,0
39295,1404305009,1
39296,1404318364,1
39297,1404334114,1
39298,1404360700,1
39299,1410105040,0
39300,1413701744,1
39301,1414207905,1
39302,155652398X,1
39303,155709439X,1
39304,1558556958,0
39305,1558820604,1
39306,1559278323,1
39307,1560252391,1
39308,1561385220,1
39309,1565990455,0
39310,156731161X,1
39311,1567404774,1
39312,1568497016,1
39313,1568600461,1
39314,1569249377,0
39315,1569470545,4
39316,1570722323,1
39317,1572702087,1
39318,1572702095,1
39319,1572702338,1
39320,1572702362,0
39321,1572703164,2
39322,157270330X,1
39323,1577658124,1
39324,1578151848,0
39325,1578155037,1
39326,1579901786,1
39327,1584722177,1
39328,1585730521,1
39329,1585745197,0
39330,1587151111,1
39331,1587887150,1
39332,1588276880,1
39333,1588278603,1
39334,1589636147,0
39335,1590070534,1
39336,1590070917,1
39337,1591021448,1
39338,1592248276,1
39339,1593080131,0
39340,1593080298,1
39341,1840224371,1
39342,1840324708,1
39343,1842320467,1
39344,1842320505,1
39345,1842320645,1
39346,1842321676,1
39347,1842322699,1
39348,1843530783,0
39349,1843580020,1
39350,1843830124,1
39351,1850150311,1
39352,1850150605,1
39353,1850153213,0
39354,1850520976,1
39355,1850576769,1
39356,185091687X,1
39357,1851523227,1
39358,1852337095,0
39359,1852424249,1
39360,1853067172,1
39361,1853261041,4
39362,1853264040,2
39363,1853265594,0
39364,1853266817,1
39365,1853911410,1
39366,1854710133,1
39367,1854710192,1
39368,1854710249,0
39369,1854710281,1
39370,1854710435,1
39371,1854710486,1
39372,185471063X,1
39373,1854710680,0
39374,1854710834,1
39375,1854710931,1
39376,1854711849,1
39377,1854796429,1
39378,1854798200,1
39379,1854798863,1
39380,1855016877,1
39381,1856190420,1
39382,185619082X,0
39383,1856951677,1
39384,1856954552,1
39385,1857021584,1
39386,1857970128,1
39387,1857975049,0
39388,1857975626,1
39389,1857994213,1
39390,1857995813,1
39391,1857996151,1
39392,1857997581,0
39393,1859781373,1
39394,1860920136,1
39395,1860920195,2
39396,1862043523,2
39397,1869890604,1
39398,1874923019,1
39399,1880908417,0
39400,188098508X,1
39401,1880985497,2
39402,1880985721,1
39403,1882593138,2
39404,1883523516,1
39405,1883642809,1
39406,1884214193,0
39407,1892051206,1
39408,1893079074,1
39409,189894797X,1
39410,1902757513,1
39411,1932080139,1
39412,2253009636,2
39413,2253010073,3
39414,2278018698,1
39415,2831502934,1
39416,2831503760,0
39417,2831504139,1
39418,2831507405,1
39419,283152248X,1
39420,2831573327,1
39421,2831578329,0
39422,349923193X,1
39423,3889890377,1
39424,3895080888,1
39425,5551500187,1
39426,5551696006,0
39427,5552022920,1
39428,5552165306,1
39429,817436076X,1
39430,8303025732,1
39431,8311067406,0
39432,8320715164,1
39433,8321109640,1
39434,8321329519,1
39435,8321407749,1
39436,832140927X,0
39437,8321728677,1
39438,8322106491,1
39439,8370061982,1
39440,837023030X,1
39441,8370237797,0
39442,8370665098,1
39443,8385412565,1
39444,8385496424,1
39445,844064048X,1
39446,917346032X,0
39447,9622174183,1
39448,9631302199,1
39449,9631367010,1
39450,970070629X,1
39451,9992003766,0
39452,9997406990,1
39453,9997409728,1
39454,9997411757,1
39455,999750805X,1
39456,9997519086,0
39457,9997555635,1
39458,0590447939,2
39459,0312929544,1
39460,0849900050,0
39461,1414044569,1
39462,0312288433,2
39463,0449000648,1
39464,0451411021,3
39465,0786888105,1
