user_id,fix_location_state,fix_age
129309,illinois,10
131262,oregon,10
136062,florida,10
138855,tennessee,40
143813,england,10
164619,massachusetts,30
168275,england,30
177051,oregon,30
182212,newmexico,30
182966,arizona,10
195861,newyork,10
196812,britishcolumbia,10
204782,britishcolumbia,10
205762,missouri,50
209204,dc,40
209375,california,10
212057,pennsylvania,30
212138,andaluca,30
219285,texas,10
226969,montana,40
228067,newyork,10
231167,ohio,20
232543,virginia,10
233203,minnesota,30
238623,missouri,10
244378,pennsylvania,10
250198,missouri,10
253699,newyork,10
266474,victoria,50
266881,virginia,10
271554,ohio,10
277984,minnesota,10
103074,missouri,10
224749,missouri,100
276213,missouri,35
81404,washington,100
108213,newjersey,100
12965,hyogo,30
31529,michigan,50
60193,louisiana,100
74775,texas,10
187378,utrecht,35
249523,oregon,35
878,georgia,10
44686,kentucky,20
135607,oregon,10
203231,michigan,10
247521,newyork,30
129144,pennsylvania,10
185696,massachusetts,10
235766,florida,10
5866,pennsylvania,10
7248,virginia,30
28762,wyoming,10
39635,illinois,30
44382,victoria,30
52752,newyork,10
53426,vienna,10
54617,texas,40
61448,ohio,10
64783,california,10
77042,britishcolumbia,35
80547,britishcolumbia,35
82617,texas,10
87313,georgia,10
87648,california,10
104140,pennsylvania,10
107850,iowa,40
115238,newyork,30
125027,pennsylvania,100
129114,california,50
130027,florida,35
135280,michigan,20
137524,australiancapitalterritory,35
140346,britishcolumbia,50
141994,georgia,35
170379,florida,10
171525,texas,10
174525,california,10
180533,pennsylvania,10
183060,pennsylvania,10
193502,illinois,100
194266,britishcolumbia,10
195474,britishcolumbia,10
197085,idaho,30
204275,illinois,100
204452,england,40
206665,washington,10
220390,warwickshire,30
227342,missouri,30
231294,nordrheinwestfalen,35
233527,newyork,10
235864,ontario,40
237836,southcarolina,10
241839,victoria,10
246013,massachusetts,20
247482,texas,10
247920,georgia,10
250273,georgia,30
253120,alberta,10
256886,newsouthwales,100
267259,virginia,50
268147,alberta,40
269450,manitoba,50
30226,california,10
65171,illinois,10
70519,pennsylvania,20
82776,iowa,30
105926,ohio,10
139136,britishcolumbia,10
163666,britishcolumbia,10
181322,westvirginia,20
183091,newmexico,30
209818,oregon,10
231136,britishcolumbia,20
233798,alberta,20
248983,tennessee,40
265244,missouri,30
27888,texas,10
32086,indiana,10
57261,noordbrabant,30
81393,minnesota,10
140341,georgia,20
180754,newyork,10
217586,missouri,20
221929,pennsylvania,10
266288,washington,50
4386,newmexico,10
30094,california,50
38191,california,10
67690,georgia,30
67873,california,30
70791,dc,40
75893,virginia,10
85475,minnesota,10
92214,nebraska,10
96037,sevenmilebeach,10
114306,ontario,50
115281,maryland,10
133276,colorado,35
145765,alaska,30
151928,california,100
158618,tasmania,10
184112,alberta,35
194556,california,10
196066,california,10
203511,california,40
233753,virginia,40
242494,britishcolumbia,10
249072,silesia,35
257676,texas,30
25604,michigan,10
115791,california,10
38076,ontario,35
57863,kansas,50
77922,virginia,100
153373,northcarolina,30
211521,porto,10
226752,california,50
241491,england,10
250899,northcarolina,10
69963,utah,10
138019,oregon,10
234714,massachusetts,30
24385,california,10
215288,alaska,10
151452,washington,50
21791,oregon,10
35126,ar,100
38471,ontario,10
135988,pennsylvania,35
155163,washington,10
160648,indiana,10
182968,britishcolumbia,10
198124,badenwuerttemberg,10
204366,michigan,20
206026,newjersey,10
243538,bavaria,10
33590,britishcolumbia,35
117740,florida,40
245215,texas,50
48750,alberta,10
85464,georgia,20
133958,kentucky,100
210821,louisiana,100
220307,alberta,35
238300,england,30
245384,california,10
247328,pennsylvania,10
1264,california,10
23966,oregon,10
27869,ontario,50
35144,texas,100
38957,ontario,10
45978,alabama,10
57705,illinois,40
63556,newbrunswick,10
64765,newyork,10
68805,newyork,10
79146,arizona,50
82635,florida,30
93511,virginia,30
98801,minnesota,50
102426,washington,10
102747,maine,50
104053,illinois,50
106411,northcarolina,10
109540,ontario,10
112004,washington,10
116288,arizona,10
116324,illinois,50
116574,louisiana,10
119342,minnesota,10
120980,newyork,10
122938,california,30
124735,britishcolumbia,10
131564,newjersey,40
137410,britishcolumbia,10
153285,alberta,50
156118,iowa,10
157192,saskatchewan,100
164140,washington,30
178295,california,10
181608,newbrunswick,30
181689,victoria,10
183302,southcarolina,10
187274,texas,10
193606,oregon,30
208332,oklahoma,10
209509,britishcolumbia,10
211953,california,10
217439,washington,10
221538,ontario,30
228169,newjersey,10
235652,washington,10
238898,california,10
245184,arizona,35
253375,california,50
260039,florida,50
260061,ohio,30
272444,britishcolumbia,50
277598,ohio,10
15355,ohio,50
25287,illinois,10
45656,louisiana,30
49964,washington,10
51090,oregon,50
83503,michigan,10
91423,california,50
96622,pennsylvania,40
108747,britishcolumbia,10
129316,silesia,40
144677,ohio,100
144967,ontario,10
166753,georgia,35
179563,wisconsin,20
179797,minnesota,50
192159,newjersey,10
210223,illinois,30
231361,utah,30
236834,california,10
261185,nevada,30
268292,pennsylvania,30
269946,maryland,30
31021,britishcolumbia,100
55141,california,100
132289,illinois,100
73837,oregon,10
162473,ontario,30
1489,massachusetts,30
11844,newsouthwales,10
14201,texas,50
15795,alabama,10
18596,newyork,20
26579,illinois,10
28224,westvirginia,10
29178,california,20
29916,oregon,10
32834,newyork,20
42520,illinois,10
44696,newyork,30
46721,california,10
55194,ohio,10
56759,kentucky,10
60332,california,40
60631,california,35
62761,illinois,20
70733,kentucky,10
70864,virginia,50
81157,bayern,10
88949,ontario,10
92364,california,10
93395,britishcolumbia,10
99446,badenwuerttemberg,10
101840,newyork,20
105079,florida,50
112467,missouri,10
113349,washington,100
124284,britishcolumbia,20
128962,alberta,20
132716,hawaii,100
133656,newyork,20
139200,illinois,10
141662,newyork,20
145750,tennessee,20
145900,california,10
151013,newyork,10
153424,ontario,20
160117,california,10
161912,tennessee,10
162713,england,10
172271,ontario,10
176109,saskatchewan,100
188463,newyork,10
188557,sarawak,30
190451,novascotia,10
191637,missouri,20
196527,lazio,100
208150,idaho,10
216186,newjersey,50
235669,california,10
256569,california,10
260271,georgia,10
262982,virginia,10
269694,massachusetts,10
271263,pennsylvania,10
277923,california,10
278755,alaska,20
230079,massachusetts,10
59484,indiana,10
64475,florida,20
67188,newyork,10
75875,texas,30
91391,massachusetts,100
100199,utah,10
108251,california,10
123596,lisboa,40
143856,california,10
148598,apo,30
151071,massachusetts,35
179337,washington,10
216411,washington,40
244109,britishcolumbia,35
265500,florida,40
269757,wisconsin,10
270728,newjersey,35
77749,california,10
154658,valletta,30
202738,hawaii,10
278160,california,10
18519,california,10
18746,ohio,10
28682,maryland,50
29615,oregon,10
43576,oregon,100
47317,virginia,10
77306,britishcolumbia,10
104779,missouri,35
110869,britishcolumbia,10
119783,florida,35
127045,michigan,10
131555,ohio,10
143799,california,20
145997,nebraska,50
160714,ohio,50
163708,florida,100
164076,virginia,10
168004,massachusetts,100
169105,california,50
173930,massachusetts,10
205620,texas,30
207952,newjersey,100
236621,northcarolina,10
245475,ontario,10
270843,missouri,100
83260,illinois,100
127838,arkansas,35
218726,nebraska,100
254885,california,10
12945,ontario,35
16919,ontario,30
5100,idaho,40
7160,wisconsin,30
9568,kansas,50
14791,kentucky,20
17976,alberta,10
21627,washington,10
27161,louisiana,50
28463,wisconsin,10
33187,texas,100
37350,indiana,10
42403,florida,50
42999,ohio,10
44961,princeedwardisland,30
59401,georgia,10
62655,na,40
64995,pennsylvania,30
66304,illinois,50
80621,oregon,35
93872,newyork,30
94437,massachusetts,10
100486,texas,10
105313,minnesota,35
112935,washington,10
117297,missouri,10
117618,washington,50
119418,newyork,35
123733,texas,10
125403,georgia,100
126212,california,10
130108,florida,10
134368,illinois,10
138840,florida,10
141933,newbrunswick,10
149324,newjersey,50
163329,washington,10
167592,texas,10
186435,washington,30
210855,bern,50
216516,texas,20
219102,britishcolumbia,10
224829,seoul,10
226341,hawaii,20
235192,arizona,10
236617,california,10
238146,california,10
242536,virginia,10
251509,florida,35
252703,iowa,30
258733,wisconsin,35
269561,texas,10
270973,maryland,50
274284,florida,50
278653,nebraska,100
3512,newmexico,10
3756,texas,50
12583,wisconsin,10
14283,england,20
17689,newjersey,10
18216,texas,100
31775,missouri,10
37916,texas,10
40318,michigan,10
51829,kansas,10
64821,california,10
67829,virginia,30
91795,virginia,50
109764,newjersey,35
110602,southgyeongsang,10
117522,missouri,10
127284,california,10
143388,nevada,10
143839,illinois,30
147528,saskatchewan,10
166079,nevada,10
169457,illinois,30
172060,nevada,10
174006,iowa,10
174296,ohio,35
176248,southgyeongsang,10
179863,texas,10
181129,texas,10
189554,missouri,10
201152,texas,10
201714,california,30
208257,virginia,100
227488,novascotia,10
227682,na,30
235783,california,10
248110,ontario,10
248409,georgia,50
253737,florida,10
256971,ontario,10
260900,oregon,40
274215,ohio,20
1585,newmexico,30
2591,indiana,10
3507,illinois,10
8370,arizona,35
32785,wisconsin,10
33665,britishcolumbia,10
38317,massachusetts,40
45641,vermont,10
67017,england,30
72770,queensland,35
77692,california,30
86816,louisiana,40
97531,southcarolina,10
102060,northcarolina,10
111390,florida,10
121933,victoria,10
129801,newmexico,40
130710,iowa,10
144186,nebraska,30
144594,northcarolina,20
147649,iledefrance,30
161007,california,10
164884,britishcolumbia,30
170531,virginia,10
201637,pennsylvania,10
205804,massachusetts,20
207366,oregon,10
215787,nord,30
229386,victoria,50
235004,kansas,10
248580,washington,20
256703,tennessee,35
265883,georgia,40
268584,iowa,10
111045,delaware,30
44021,pennsylvania,10
94201,colorado,35
95337,illinois,40
248207,california,30
262003,washington,10
5665,florida,50
9846,newjersey,50
16123,texas,30
21570,california,100
90712,ontario,35
91047,england,35
98520,california,10
110910,california,10
115874,na,100
117486,colorado,30
131975,illinois,10
134842,ohio,40
135262,nebraska,100
148863,wisconsin,10
210526,california,100
226571,saskatchewan,10
256955,ohio,40
265382,montana,100
162775,alberta,10
27363,england,35
78588,california,50
196709,ontario,35
213703,kentucky,50
229410,florida,10
64271,colorado,35
103780,hamburg,10
115759,newyork,40
154920,newyork,10
184272,michigan,10
224105,ontario,100
234465,newyork,30
25980,pennsylvania,50
187029,oklahoma,100
203666,washington,40
47476,illinois,20
248047,britishcolumbia,30
134353,oregon,10
941,oregon,10
16552,michigan,10
39147,utah,10
93281,newjersey,100
137606,newyork,10
165810,ohio,10
221524,washington,30
222788,colorado,30
232611,britishcolumbia,10
253469,oregon,50
157472,washington,35
37030,missouri,50
44971,texas,20
197913,california,30
212697,california,20
250933,oregon,20
32678,gelderland,30
45799,uusimaa,100
72186,maryland,100
112199,kentucky,100
131583,california,10
229734,maryland,10
233848,texas,10
257362,washington,100
37932,colorado,100
128306,ohio,10
138045,texas,10
151347,hawaii,10
251152,louisiana,35
255728,california,20
21962,nebraska,20
73893,northcarolina,30
111965,michigan,10
135869,pennsylvania,50
177573,virginia,10
212371,newfoundland,10
1389,ontario,30
1830,worcestershire,100
2108,texas,10
2569,california,10
22200,delhi,40
22809,illinois,30
24515,florida,30
32652,australiancapitalterritory,50
40438,colorado,30
45701,ohio,10
49262,california,30
57229,louisiana,100
57713,maryland,100
66841,ontario,100
69503,texas,10
85194,illinois,50
93466,washington,10
95511,minnesota,10
111597,kansas,100
116070,kentucky,30
117227,sanjos,100
118560,virginia,10
119344,idaho,50
126169,louisiana,50
143319,michigan,50
156642,minnesota,40
158825,california,10
167056,florida,30
170581,colorado,35
173347,wisconsin,30
181736,pennsylvania,35
181877,newyork,10
186533,ontario,35
196628,washington,35
207636,virginia,30
211242,missouri,50
215480,northcarolina,50
216260,newjersey,10
220945,texas,40
225558,texas,10
241949,texas,50
249142,minnesota,50
253826,newmexico,40
256419,virginia,10
261025,texas,10
277469,westvirginia,10
90905,virginia,30
148184,kansas,10
203127,georgia,10
33442,maryland,10
62978,ontario,10
108141,california,10
193533,california,100
211908,northcarolina,10
214146,florida,100
216054,newjersey,10
223034,ontario,10
246179,florida,10
251641,wisconsin,10
261368,california,30
95769,pennsylvania,10
157935,ontario,10
168092,westvirginia,40
235174,ontario,10
20300,florida,35
65041,florida,50
75712,florida,20
117609,oklahoma,100
197548,missouri,100
207450,kansas,10
218240,minnesota,40
226234,oklahoma,10
275746,florida,10
89873,tennessee,100
83009,virginia,100
7418,travelingnursedo3monthsatatimealloverus,35
132558,oregon,50
154182,texas,40
31160,massachusetts,10
43162,kogistate,30
47030,channelislands,40
58426,michigan,30
84700,ontario,100
94749,missouri,40
103834,michigan,50
105286,california,10
128574,newjersey,35
129036,alberta,50
131039,pennsylvania,10
145527,quebec,100
183188,zurich,40
192233,texas,10
194989,indiana,10
204507,princeedwardisland,40
212976,pennsylvania,40
214650,florida,35
237553,illinois,35
256985,california,10
260840,montana,40
265908,florida,50
276278,georgia,10
11521,missouri,30
22482,oregon,10
59169,california,10
125154,maryland,10
159875,ohio,50
169450,michigan,35
227277,idaho,10
233119,minnesota,30
236914,california,10
5830,california,20
30746,kentucky,10
115362,california,10
125008,ohio,40
190690,saskatchewan,10
218427,southcarolina,10
98322,florida,50
26563,florida,100
79961,northcarolina,30
107133,alberta,10
110979,newbrunswick,100
221362,california,30
238400,wisconsin,100
12278,virginia,35
93447,washington,100
104795,southcarolina,10
111061,pennsylvania,35
141126,indiana,10
214811,indiana,10
223990,tennessee,35
239716,oklahoma,10
250080,newyork,100
261026,texas,35
28637,california,10
30191,kanagawa,100
30776,oregon,30
30855,pennsylvania,10
41808,massachusetts,30
43375,florida,10
49529,massachusetts,100
61662,newmexico,30
70538,northcarolina,40
87402,missouri,10
88042,northcarolina,30
89485,washington,10
121482,texas,100
123214,ohio,10
129543,massachusetts,10
138744,vermont,10
146533,metromanila,20
146644,ontario,50
153328,minnesota,10
170365,arizona,40
175580,newyork,10
176687,oregon,10
190609,na,10
202297,lachish,10
204160,nevada,10
209811,california,10
213515,illinois,30
218718,newyork,40
223143,ontario,10
235439,massachusetts,10
242526,michigan,10
242546,northdakota,10
243515,virginia,10
244318,texas,10
256732,michigan,10
256926,california,10
269069,idaho,100
277171,newhampshire,100
85280,minnesota,40
135185,minnesota,100
262937,california,10
51475,southcarolina,10
89891,barcelona,35
169911,barcelona,30
883,wisconsin,50
101349,oregon,10
117310,oregon,30
121231,oregon,30
192667,texas,30
232971,connecticut,50
156274,southcarolina,35
886,montana,10
161157,montana,100
178635,missouri,10
887,california,35
895,victoria,50
128643,newjersey,10
166569,ohio,10
896,wales,30
2665,rigasrajons,10
5705,england,10
15040,setbal,30
18850,berlin,30
68067,newsouthwales,100
85050,england,40
100770,england,10
150247,mazowieckie,30
151249,california,10
152003,uusimaa,30
153651,england,40
185674,cheshire,30
211976,pirkanmaa,20
217817,sarawak,10
250246,berlin,20
11192,rheinlandpfalz,50
27286,berlin,30
41508,na,35
74462,rheinlandpfalz,40
79933,badenwuerttemberg,40
91660,nordrheinwestfalen,30
125224,nordrheinwestfalen,30
139486,zh,10
206150,nordrheinwestfalen,30
213900,zrich,40
226996,badenwrttemberg,40
261214,nordrheinwestfalen,50
269921,berlin,10
25725,bern,10
32462,nordrheinwestfalen,40
80754,nordrheinwestfalen,30
133567,hessen,100
149532,schleswigholstein,10
153095,upperaustria,10
170128,rheinlandpfalz,30
206330,badenwuerttemberg,10
215543,badenwuerttemberg,30
242414,nordrheinwestfalen,30
261307,vaud,35
263742,badenwuerttemberg,20
66423,niedersachsen,35
75297,hamburg,10
98656,bern,35
112530,sachsen,30
162227,nordrheinwestfalen,10
259800,bremen,30
78067,niedersachsen,20
20846,nordrheinwestfalen,10
140807,bayern,35
154261,badenwuerttemberg,35
214673,vaud,30
215545,hessen,50
259184,nordrheinwestfalen,10
23271,badenwuerttemberg,10
27365,rheinlandpfalz,30
57435,badenwuerttemberg,30
61762,nordrheinwestfalen,40
143099,badenwrttemberg,30
146999,steiermark,10
270201,berlin,30
23471,britishcolumbia,40
67358,southcarolina,10
162139,oregon,30
150045,florida,10
16383,england,30
24922,england,50
39305,england,10
43992,england,30
45305,newjersey,35
47581,england,40
57974,canterbury,10
64171,indiana,10
70385,britishcolumbia,10
73815,england,10
77228,victoria,40
92454,gloucestershire,10
126156,canterbury,100
154112,england,10
159863,suffolk,100
168646,california,10
176638,england,10
220958,england,35
234554,na,35
235948,england,10
249626,england,30
271289,canterbury,10
2199,tasmania,30
5297,victoria,10
9314,england,30
11477,victoria,50
19866,queensland,100
21692,england,30
21705,england,30
23079,england,35
28993,england,50
34408,victoria,10
39692,lisboa,40
51214,england,10
52676,victoria,50
53612,england,10
58834,victoria,100
59261,southwaikato,10
60062,england,100
73767,england,100
77342,newsouthwales,20
77966,england,100
79092,southaustralia,10
80443,victoria,50
90669,scotland,10
102090,england,40
111238,newsouthwales,30
114873,england,30
114940,colorado,30
122046,massachusetts,35
124681,victoria,50
133961,england,35
143806,scotland,30
144173,countytipperary,10
145613,victoria,10
155725,newmexico,10
161706,otago,50
167478,westernaustralia,30
174256,england,100
176015,berkshire,10
187961,buckinghamshire,10
190292,scotland,30
193664,massachusetts,20
209108,nebraska,30
215097,northamptonshire,40
229020,overijssel,40
244959,england,10
257449,southaustralia,40
266643,westernaustralia,35
271487,northernireland,50
276664,england,35
61524,britishcolumbia,30
4937,victoria,10
12341,victoria,30
105100,england,40
106013,england,35
169888,england,30
254891,england,20
36718,westernaustralia,30
200093,england,100
239004,britishcolumbia,10
39974,na,30
182025,colorado,30
6092,surrey,10
73850,westernaustralia,35
101106,england,10
150567,scotland,30
207714,england,10
211695,england,50
95091,oregon,10
209336,na,10
46293,ontario,40
50785,massachusetts,10
136281,california,50
204395,selangor,10
245832,england,35
277562,kent,30
97274,ohio,100
151230,illinois,10
165576,pennsylvania,30
225677,california,40
141307,massachusetts,10
88813,ontario,30
95541,wales,40
143422,england,10
235654,massachusetts,10
33315,ontario,50
245920,alberta,10
902,missouri,20
74603,california,100
91874,california,10
139601,california,40
147975,california,10
152648,pennsylvania,10
153032,newmexico,20
156736,massachusetts,35
204448,mississippi,10
268451,pennsylvania,10
903,california,20
24612,texas,10
141450,nebraska,35
211491,california,40
214839,utrecht,30
913,england,50
1996,newsouthwales,35
13166,wales,10
53091,england,30
65735,wales,40
72554,ontario,35
83897,lige,30
104847,england,100
117998,wales,30
134746,hamburg,35
159308,kualalumpur,10
192172,westernaustralia,10
194741,england,30
261424,england,10
22885,england,35
69245,alicante,100
97071,scotland,50
127993,england,35
209798,england,40
914,hessen,100
3326,nordrheinwestfalen,40
35954,bayern,30
45943,bayern,30
166055,niedersachsen,30
237900,rheinlandpfalz,30
277048,bayern,30
56383,badenwuerttemberg,50
78773,badenwuerttemberg,20
95141,wien,30
132875,nordrheinwestfalen,10
78875,wien,10
124553,schleswigholstein,30
3243,georgia,30
19970,california,35
37836,ontario,35
40138,texas,100
49601,ontario,20
62428,minnesota,30
67072,ontario,20
127419,minnesota,30
148661,alabama,20
153978,mississippi,30
171384,alabama,30
171972,ontario,20
228267,california,20
229498,ontario,10
233193,nebraska,30
243070,texas,30
247537,texas,10
253662,california,30
261304,utah,10
264462,ontario,20
6398,texas,30
26238,washington,10
46508,pennsylvania,20
61801,california,10
110235,newsouthwales,30
119904,reykjavik,10
139912,quebec,10
161625,california,40
168408,vermont,20
216223,california,10
225065,texas,30
225542,southcarolina,10
244786,california,10
245667,texas,30
261920,alberta,10
275975,california,10
921,niedersachsen,10
59445,niedersachsen,30
924,isere,30
37294,florida,100
192831,pennsylvania,10
171601,england,10
28719,newyork,10
48480,newjersey,35
114949,newyork,40
136855,espaa,100
147037,ontario,40
166891,california,10
123319,southcarolina,50
244452,california,100
8034,noordholland,35
39288,kentucky,10
42568,texas,10
70981,arizona,30
86696,zuidholland,50
158540,missouri,10
165298,california,10
165646,northcarolina,10
219280,texas,40
269929,tennessee,50
2399,ohio,35
39649,bayern,30
75551,connecticut,35
146995,alaska,10
193352,southdakota,10
229032,seoul,30
234788,maryland,50
63238,virginia,100
67375,minnesota,50
49177,pennsylvania,10
84727,virginia,100
148192,california,100
219208,pirkanmaa,30
236895,florida,10
265626,wisconsin,40
41138,georgia,40
266515,virginia,10
8451,ontario,100
68016,tennessee,100
275318,oregon,50
12216,illinois,10
224283,colorado,10
251274,illinois,10
14573,newyork,20
121424,ohio,10
238921,newyork,10
38351,arizona,10
64045,arizona,10
64320,missouri,10
134442,minnesota,35
164519,georgia,10
228336,washington,10
259621,texas,10
270098,southcarolina,20
275531,arkansas,10
4143,california,10
28827,southdakota,10
68239,california,10
93672,connecticut,10
133484,ohio,20
153996,northcarolina,10
173844,oregon,10
178570,ontario,50
186567,connecticut,10
212592,alaska,100
230355,colorado,50
231048,georgia,10
256787,california,10
257385,california,10
261522,newyork,10
266662,oregon,10
121120,connecticut,35
2379,england,10
10153,wisconsin,10
35569,newyork,100
70189,illinois,10
83326,maine,10
93957,california,100
99485,manitoba,40
106333,texas,30
114463,oregon,10
123359,kentucky,20
125681,ontario,50
149136,missouri,10
180876,wisconsin,10
185472,california,20
207974,arizona,10
221968,oregon,30
223689,colorado,40
224439,colorado,20
244212,idaho,100
270096,pennsylvania,10
275001,ontario,10
103930,athens,10
244421,washington,50
26551,newyork,10
105956,britishcolumbia,35
250551,washington,10
12926,georgia,30
15046,newsouthwales,30
26670,bayern,10
35065,tennessee,30
67698,pennsylvania,10
82676,california,40
114371,illinois,10
114493,virginia,10
117176,georgia,35
124248,florida,10
137864,niedersachsen,30
33461,michigan,30
218283,britishcolumbia,100
253817,virginia,35
261320,price,100
130935,kentucky,10
11078,california,100
32143,iowa,10
45822,oregon,10
53109,newbrunswick,10
73326,newyork,20
90300,bobcaygeon,35
112367,na,10
117364,wyoming,10
132913,ontario,10
143218,florida,20
154592,ohio,10
183508,virginia,10
193037,novascotia,35
105521,pennsylvania,100
162383,pennsylvania,100
5746,california,10
110988,southdakota,30
136756,maine,40
244804,nebraska,20
255607,california,10
40276,texas,50
56442,britishcolumbia,10
100920,oregon,100
124096,california,10
128760,minnesota,50
173203,washington,10
175168,lincolnshire,100
188288,newmexico,10
197927,minnesota,10
201493,california,30
241741,illinois,100
24025,alberta,10
51293,alaska,30
59938,saskatchewan,35
60412,pennsylvania,10
63490,nevada,50
108153,aquitaine,100
110320,metromanila,30
112856,beijing,40
118543,ohio,50
171045,california,50
205660,metromanila,30
211114,virginia,10
228819,pennsylvania,10
258906,newmexico,10
12871,california,10
20389,ohio,35
104498,minnesota,10
116836,illinois,10
120034,newyork,10
147486,berlin,35
186238,california,10
194825,ontario,10
240729,vermont,30
269779,virginia,10
278361,ontario,30
239089,britishcolumbia,30
257655,britishcolumbia,40
243820,pennsylvania,10
121772,pennsylvania,40
210746,pennsylvania,40
149291,northcarolina,30
168337,england,50
173661,california,10
199075,england,40
7551,ohio,10
232579,illinois,40
938,alberta,100
20448,northcarolina,10
24401,kentucky,40
24569,alberta,10
39930,washington,20
41245,arizona,10
42105,michigan,30
56650,california,10
59980,ontario,50
63711,britishcolumbia,10
64059,washington,30
68224,newjersey,10
75514,texas,10
78770,ontario,35
91611,newjersey,10
92759,newyork,10
94978,alabama,100
100657,alabama,10
102958,alabama,10
103120,florida,30
112558,texas,30
122652,washington,10
125754,northcarolina,30
130011,ontario,10
139222,newhampshire,35
148322,california,20
152842,maryland,10
156575,pirkanmaa,50
168535,ontario,20
182154,ontario,10
185664,ontario,10
195250,kentucky,35
196944,alberta,10
201636,florida,50
223707,washington,35
225817,monona,30
248107,oklahoma,50
255588,michigan,30
256198,california,10
271173,nevada,10
28630,newyork,20
91012,northcarolina,10
92806,maryland,30
94290,cceres,30
99068,florida,10
109197,georgia,35
116271,wisconsin,40
129099,wisconsin,10
137066,pennsylvania,10
155195,newyork,10
159428,minnesota,50
168439,california,10
170503,cairo,10
194126,wilayahpersekutuan,20
197477,toscana,10
245819,britishcolumbia,10
237313,alberta,100
951,newjersey,10
237619,washington,10
117453,pennsylvania,10
965,newmexico,30
7071,california,10
13001,newyork,10
37291,virginia,10
62383,ohio,10
64170,newyork,10
64743,florida,100
91149,colorado,10
104927,colorado,10
116394,newyork,10
145433,ontario,10
254376,tennessee,10
255222,california,10
969,illinois,20
167380,washington,30
973,oregon,10
49839,california,10
136206,virginia,10
159854,connecticut,10
133228,britishcolumbia,30
196085,texas,50
23363,california,10
37313,wisconsin,10
49433,california,10
54328,newyork,35
82963,virginia,10
95147,newyork,30
101513,virginia,40
178220,britishcolumbia,10
197812,bc,10
222884,missouri,20
242474,florida,10
984,texas,10
24020,washington,30
72545,oregon,100
125139,illinois,50
132662,northcarolina,10
147991,britishcolumbia,100
222852,britishcolumbia,10
2683,florida,20
108211,texas,100
92308,california,100
115482,california,10
207590,utah,10
11399,queensland,10
69191,minnesota,50
109293,newmexico,35
116787,minnesota,10
53411,missouri,10
76094,california,10
80011,california,10
127890,florida,100
136012,massachusetts,50
143768,newyork,10
181116,california,30
196546,florida,30
212226,dc,20
231705,oslo,35
258934,texas,100
267304,california,10
16012,wisconsin,100
40647,england,50
43420,southcarolina,10
98293,or,10
109321,arizona,10
174976,idaho,10
228421,texas,10
258083,oklahoma,10
274816,california,10
275758,northcarolina,10
277230,northcarolina,10
24413,emiliaromagna,40
60950,lombardia,30
1003,florida,10
10248,hawaii,10
20445,minnesota,50
97436,colorado,10
111273,missouri,100
164102,georgia,10
197807,louisiana,10
226356,california,10
1009,minnesota,100
262442,kentucky,35
62747,southdakota,10
103324,ontario,10
1519,northcarolina,100
32304,britishcolumbia,10
36621,britishcolumbia,10
50538,illinois,10
83013,alberta,10
86472,suisseromande,100
117738,california,10
127596,alberta,10
153947,minnesota,100
175607,virginia,10
177861,britishcolumbia,10
205847,kansas,100
214212,oregon,100
219943,georgia,10
232570,britishcolumbia,50
244925,ontario,10
278556,northwestterritories,10
1010,maryland,30
33345,california,50
65138,california,10
116310,kentucky,40
193403,florida,50
208502,newjersey,100
249791,pennsylvania,40
2354,ontario,10
277879,ontario,50
1016,newjersey,10
30245,texas,50
31484,pennsylvania,10
44483,california,10
51941,georgia,40
87505,michigan,100
93615,michigan,10
117285,texas,50
123550,newyork,30
148867,southcarolina,10
190279,massachusetts,10
197640,southcarolina,10
65271,niedersachsen,40
91818,hamburg,30
155067,niedersachsen,10
181313,niedersachsen,10
1019,california,10
1022,virginia,10
6243,ohio,10
13149,ohio,10
13638,virginia,10
43652,indiana,10
47094,newyork,40
50787,illinois,30
69341,britishcolumbia,40
77180,louisiana,50
97636,oregon,100
108900,oslo,35
117013,northcarolina,30
130548,california,10
131158,oregon,10
134802,california,30
139156,oregon,35
150730,california,10
166327,oregon,100
169284,newbrunswick,10
179183,colorado,10
184706,novascotia,10
190187,washington,50
202246,missouri,100
213518,washington,50
222261,florida,35
223513,texas,10
261697,florida,100
269701,ohio,10
273828,california,10
278106,ohio,10
66661,tennessee,10
92916,ontario,10
107333,california,10
131217,kentucky,50
157456,ontario,10
181330,california,30
237689,newyork,10
1024,westvirginia,10
41235,northcarolina,10
46329,illinois,35
74871,utah,50
86569,indiana,10
92778,newyork,100
138159,indiana,10
160939,quebec,30
163732,newmexico,10
165697,pennsylvania,35
233173,pennsylvania,10
247998,colorado,100
11401,missouri,20
17794,pennsylvania,10
32839,california,10
32867,california,10
91451,tennessee,100
103487,texas,100
106220,washington,20
120689,ontario,10
127120,victoria,10
139575,southcarolina,50
150669,newyork,30
169636,michigan,100
171001,southcarolina,10
178535,pennsylvania,10
202650,california,50
206431,newsouthwales,100
213662,california,10
225947,northcarolina,10
226377,california,10
230968,florida,100
252225,texas,10
266031,california,100
65913,ohio,50
182088,vienna,30
170302,england,20
206300,england,35
13735,hautsdeseine,50
37991,california,10
97218,california,10
121620,california,10
126825,california,10
128353,california,10
131556,california,10
189694,california,10
195488,illinois,40
230480,california,10
231576,california,10
254451,california,10
255949,california,10
257874,california,10
268159,california,10
11776,england,35
12270,ontario,20
28284,na,50
