isbn,book_author,publisher,language,category_high,years
080901548X,others,"Farrar, Straus and Giroux",en,biography autobiography,1970
0820319627,others,University of Georgia Press,en,fiction,2000
0824811720,others,University of Hawaii Press,en,fiction,1990
0870238566,others,University of Massachusetts Press,en,drama,2000
0879520388,others,others,en,fiction,2000
1558850481,others,Arte Publico Press,en,drama,2000
0061098019,Patrick Robinson,HarperTorch,en,fiction,2020
0312978367,Robert Ludlum,St. Martin's Press,en,fiction,2020
0425177696,others,Berkley Publishing Group,en,fiction,2020
0380818191,Terry Pratchett,HarperTorch,en,fiction,2020
0786902604,Margaret Weis,TSR,en,dragons,2000
0786905239,Margaret Weis,TSR,en,fiction,2000
0786918047,Margaret Weis,Wizards of the Coast,en,fiction,2020
0786918055,Margaret Weis,Wizards of the Coast,en,fiction,2020
0786918063,Margaret Weis,Wizards of the Coast,en,others,2020
0807281948,J. K. Rowling,Listening Library,en,fiction,2000
0807281956,J. K. Rowling,Listening Library,en,fiction,2000
0880381736,Margaret Weis,TSR,en,fiction,2000
0880381744,Margaret Weis,Wizards of the Coast,en,others,1990
0880381752,Margaret Weis,TSR,en,fiction,1990
9721013412,others,others,en,fiction,2000
074346771X,Diane Carey,Pocket,en,fiction,2020
0316037443,Cleveland Amory,Little Brown & Co,en,humor,2000
0399134883,others,Putnam Pub Group,en,fiction,2000
0399138749,Dean R. Koontz,Putnam Pub Group,en,fiction,2000
0571069134,Lawrence Durrell,Faber Faber Inc,en,fiction,2000
1878067745,others,Seal Press (WA),en,travel,2000
0811816583,others,Chronicle Books,en,photograph,2000
1588512681,others,Publishamerica,en,fiction,2020
1573228745,others,Riverhead Books,en,fiction,2020
0060987561,Wally Lamb,Regan Books,en,fiction,2000
0136714897,others,Prentice Hall,en,reference,2000
0312265867,Janet Evanovich,St. Martin's Press,en,fiction,2020
0446528757,others,others,en,fiction,2020
0451191145,Ayn Rand,Signet Book,en,fiction,2000
0671510126,Pearl S. Buck,Pocket,en,fiction,2000
0689823517,Richard Paul Evans,Simon & Schuster,en,fiction,2000
0803722907,Richard Peck,Dial Books,en,fiction,2000
0842314296,others,others,en,fiction,2000
0875093663,others,others,en,religion,1990
1880089858,others,Bethany House,en,religion,2000
055328424X,others,Bantam,en,fiction,2000
0373250290,others,Red Dress Ink,en,fiction,2020
1844262553,others,others,en,fiction,2020
3257227809,Donna Leon,Diogenes,en,fiction,2000
3442411580,Tanja Kinkel,Goldmann,en,fiction,2000
344244392X,Helen Fielding,Goldmann,en,fiction,2020
3548600867,others,Ullstein TB-Vlg,en,fiction,2020
3596124166,Virginia Woolf,"Fischer (Tb.), Frankfurt",en,fiction,2000
0525945172,John Darnton,Penguin,en,fiction,2000
3462029916,others,Kiepenheuer & Witsch,en,fiction,2020
3423203668,Henning Mankell,Dtv,de,others,2020
3423204206,Henning Mankell,Dtv,en,fiction,2020
0152008772,Ann Rinaldi,Gulliver Books Paperbacks,en,fiction,2000
0312150601,others,Picador,en,fiction,2000
0061092894,Anne Rivers Siddons,HarperTorch,en,biography autobiography,2000
006109398X,Orson Scott Card,HarperTorch,en,fiction,2000
0061099694,Anne Rivers Siddons,HarperTorch,en,fiction,2000
0064408655,Lemony Snicket,Collins,en,fiction,2020
0064408663,Lemony Snicket,Collins,en,fiction,2020
0064410129,Lemony Snicket,Collins,en,fiction,2020
0140071083,Shirley Jackson,Penguin,en,fiction,1990
0140291954,Frances Fyfield,Penguin,en,fiction,2020
0310240972,others,Zondervan,en,fiction,2020
0345275861,others,Ballantine Books,en,fiction,1980
0345302745,Ruth Rendell,Fawcett,en,fiction,2000
0345334302,Larry Niven,Del Rey,en,fiction,2000
0345348176,Ruth Rendell,Fawcett,en,fiction,2000
0345413873,JONATHAN KELLERMAN,Ballantine Books,en,fiction,2020
0373260776,others,Worldwide Library,en,fiction,2000
037570387X,others,Vintage,en,fiction,2020
0375719350,Philip K. Dick,Vintage,en,fiction,2020
0380726262,Faye Kellerman,Avon,en,fiction,2000
0380773945,others,Harper Mass Market Paperbacks,en,fiction,2000
0385337116,others,Dial Books,en,fiction,2020
0394820304,Diana Wynne Jones,Random House,en,fiction,1990
0425136191,Robin Cook,Berkley Publishing Group,en,fiction,2000
0425171973,others,Berkley Publishing Group,en,fiction,2000
0440170370,Kurt Vonnegut,Dell,en,fiction,2000
0440208823,Robert Cormier,Laurel,en,death,2000
0440220653,Caroline B. Cooney,Laure Leaf,en,fiction,2000
0440905605,others,Laure Leaf,en,nonfiction,1990
0441800106,William Shatner,Ace Books,en,fiction,2000
0446603309,Sandra Brown,Warner Books,en,fiction,2000
0446603775,Octavia E. Butler,Warner Books,en,fiction,2000
0446603783,Octavia E. Butler,Warner Books,en,fiction,2000
0449212599,others,Random House,en,fiction,1990
0449702766,Cynthia Voigt,Fawcett,en,fiction,2000
0451119932,Robin Cook,Penguin,en,fiction,1990
0451160312,others,Signet Book,en,others,1990
0451525299,D. H. Lawrence,Signet Classics,en,fiction,2000
0451627954,others,others,en,others,2000
055325636X,Richard Brightfield,Bantam,en,children,1990
0553262009,Richard Brightfield,Bantam,en,fiction,1990
0553263218,PAUL ZINDEL,Bantam,en,fiction,1990
0553266969,others,Starfire,en,others,2000
0553272004,Steve Perry,Starfire,en,fiction,1990
0553277472,others,Bantam,en,others,1990
0553277537,others,Bantam,en,boys,1990
0553801309,others,Bantam,en,fiction,2020
059033560X,others,Scholastic,en,fiction,1990
0590403370,others,Scholastic,en,children,1990
0590414658,others,Scholastic,en,camp,1990
0590414976,others,Scholastic,en,others,1990
0590426877,others,Scholastic,en,family,1990
0671034251,others,Pocket,en,fiction,2020
0671746065,Douglas Adams,Pocket,en,fiction,2000
0671881949,Carolyn Keene,Simon Pulse,en,fiction,2000
0671896768,Michael Jan Friedman,Star Trek,en,fiction,2000
0671899619,others,Pocket,en,fiction,2000
0679720200,others,Vintage,en,fiction,1990
0684853302,Colleen McCullough,Simon & Schuster,en,fiction,2020
0765340054,Orson Scott Card,Tor Books,en,fiction,2020
0786013567,Stephen White,Kensington Publishing Corp.,en,fiction,2020
0786881852,Richard Carlson,Hyperion,en,self help,2000
0807503193,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807503673,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807507091,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807507946,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807510092,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807516287,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807534137,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807545465,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807552933,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807553670,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807553689,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807553913,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,1990
080755393X,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807565350,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807572632,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
080757516X,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807580872,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0807592072,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
0812509145,Elizabeth Peters,Tor Books,en,fiction,2000
0812524608,Alan Dean Foster,Tor Books,en,fiction,2000
0440234948,others,Dell,en,fiction,2020
0451450787,others,Roc,en,fiction,2000
0451450825,others,Roc,en,fiction,2000
0451450876,others,Roc,en,fiction,2000
0451451899,others,New Amer Library,en,fiction,2000
0451451996,others,Roc,en,fiction,2000
0451452380,others,Roc,en,fiction,2000
0451452542,others,New Amer Library,en,fiction,2000
0451453026,others,Roc,en,fiction,2000
0451453689,others,Roc,en,fiction,2000
0451453697,others,Roc,en,fiction,2000
0451453700,others,Roc,en,fiction,2000
0451453719,others,Roc,en,fiction,2000
0451453727,others,Roc,en,fiction,2000
0451456998,others,Roc,en,fiction,2000
0451457374,Mel Odom,Roc,en,fiction,2000
0451457471,others,Roc,en,fiction,2000
0451458184,others,Roc,en,fiction,2020
0451458397,others,Roc,en,fiction,2020
0451459954,Michael A. Stackpole,Roc,en,fiction,2000
0671023187,others,Pocket,en,fiction,2000
0671578375,Charles Sheffield,Baen,en,fiction,2000
0395390338,others,Houghton Mifflin,en,fiction,1990
0451459245,Marion Zimmer Bradley,Roc,en,fiction,2020
0684803143,Andrei Codrescu,Simon & Schuster,en,fiction,2000
0743417720,others,Washington Square Press,en,fiction,2020
0446610100,David Baldacci,Warner Books,en,fiction,2020
0440216745,others,Dell,en,fiction,2000
1857027795,others,Fourth Estate,en,disease,2000
3423202343,others,Dtv,en,fiction,2000
3423241012,others,Dtv,en,fiction,2000
344242979X,David L. Lindsey,Goldmann,en,fiction,2000
3453151720,Michael Connelly,Heyne,en,fiction,2000
0312966970,Janet Evanovich,St. Martin's Paperbacks,en,fiction,2000
0345334310,Anne McCaffrey,Del Rey,en,fiction,2000
0671730177,others,Simon & Schuster,en,games activities,2000
0671876937,others,Baen,en,fiction,2000
0812533666,Piers Anthony,Tor Fantasy,en,fiction,2000
0893757837,Charles Dickens,Troll Communications,en,fiction,1990
0679766758,others,Vintage,en,fiction,2000
0967224918,others,others,en,fiction,2020
3257228449,Susanna Tamaro,Diogenes,en,fiction,2000
3426620685,others,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",en,fiction,2020
3442440246,others,Goldmann,en,fiction,2000
3442450144,Ian Rankin,Goldmann,en,fiction,2020
3442727758,Bruce Alexander,Goldmann,en,fiction,2020
3492215416,others,Piper,en,fiction,2000
3499431009,Colin Dexter,Rowohlt,en,fiction,2000
3548680291,Marian Keyes,Ullstein TB-Vlg,en,fiction,2020
3746618959,others,Aufbau Tb,en,fiction,2020
0061066591,Mary-Kate & Ashley Olsen,HarperEntertainment,en,fiction,2020
0152017976,Alan Garner,Magic Carpet Books,en,fiction,2000
0152017984,Alan Garner,Magic Carpet Books,en,fiction,2000
0307100227,Golden Books,Golden Books,en,fiction,2000
0671522728,R.L. Stine,Simon Spotlight,en,fiction,2000
0816735786,others,Troll Communications,en,detective and mystery stories,2000
0886251788,others,others,en,dinosaurs,1990
0451176723,Nancy Taylor Rosenberg,Signet Book,en,fiction,2000
3596270952,Arthur Miller,"Fischer (Tb.), Frankfurt",en,fiction,1990
3596271088,Arthur Miller,"Fischer (Tb.), Frankfurt",de,fiction,1990
8477204055,others,Obelisco,es,fiction,2020
0151104506,others,Harcourt,en,fiction,2000
0394577736,Jane Smiley,Knopf,en,fiction,2000
0425175006,Simon Brett,Prime Crime,en,fiction,2020
0345426274,John Katzenbach,Ballantine Books,en,fiction,2020
0425176940,Lynn Kurland,Berkley Publishing Group,en,fiction,2020
0425181979,Lynn Kurland,Berkley Publishing Group,en,fiction,2020
042518238X,Lynn Kurland,Berkley Pub Group,en,fiction,2020
0425186857,Lynn Kurland,Berkley Publishing Group,en,fiction,2020
0440236266,others,Dell,en,fiction,2020
0515114693,Nora Roberts,Jove Books,en,fiction,2000
0553576437,Jane Feather,Bantam,en,fiction,2000
0671003518,Julie Garwood,Pocket,en,fiction,2000
0671725505,others,Pocket,en,fiction,2000
0671739751,Jude Deveraux,Pocket,en,fiction,2000
0060004533,others,Perennial,en,humor,2020
0060507403,others,Perennial,en,fiction,2020
0345367421,John Irving,Ballantine Books,en,fiction,2000
0425174468,Kurt Vonnegut,Berkley Publishing Group,en,fiction,2020
044012929X,Kurt Vonnegut,Dell,en,fiction,2000
0553212761,Jane Austen,Bantam,en,fiction,1990
0679767398,Haruki Murakami,Vintage,en,fiction,2020
080215185X,Kenzaburo Oe,Grove Press,en,fiction,1980
8806134817,Kazuo Ishiguro,Einaudi,it,fiction,2000
8806155873,others,Einaudi,it,fiction,2020
8807804506,others,Feltrinelli,en,fiction,2000
880781076X,Isabel Allende,Feltrinelli,it,fiction,2000
8807810778,Stefano Benni,Feltrinelli,en,fiction,1990
8876843884,others,others,en,fiction,2000
8885989403,Susanna Tamaro,others,it,fiction,2000
0718143043,Nicci French,Michael Joseph,en,others,2000
0486280489,Nathaniel Hawthorne,Dover Publications,en,fiction,2000
3442412404,Ruth Rendell,Goldmann,en,fiction,2000
3821829494,Walter Moers,Eichborn,de,fiction,2020
0312876912,Robert J. Sawyer,Tor Books,en,fiction,2020
0684148579,Robert Heinlein,Macmillan,en,nonfiction,1980
0446363170,William Martin,Warner Books,en,fiction,2000
0553562967,Connie Willis,Bantam,en,fiction,2000
0449003183,Anne Perry,Fawcett,en,fiction,2000
044920474X,Anne Perry,Fawcett,en,fiction,1990
0449210952,Anne Perry,Fawcett,en,fiction,1990
0449244970,Anne Perry,Fawcett,en,fiction,1990
0804110379,Anne Perry,Fawcett,en,fiction,2000
0399147101,Robert B. Parker,G. P. Putnam's Sons,en,fiction,2020
0446603066,others,Warner Books,en,fiction,2000
0446603821,Evan Hunter,Warner Books,en,fiction,2000
0449146383,others,Fawcett,en,fiction,2000
0449149374,others,Fawcett,en,fiction,2000
0553378260,Rita Mae Brown,Bantam,en,biography autobiography,2000
1556614438,others,Bethany House,en,fiction,2020
0140280553,others,Penguin,en,biography autobiography,2020
0312850581,Orson Scott Card,St Martins Pr,en,fiction,2000
0930031067,Jean Giono,Chelsea Green Publishing Company,en,ecology,1990
0060958022,Joanne Harris,Perennial,en,fiction,2020
0385474016,Laura Esquivel,Anchor,en,fiction,2000
0380804700,J.A. Jance,Avon,en,fiction,2020
0500280673,others,Thames & Hudson,en,art,2000
048640076X,Anthony Trollope,Dover Publications,en,fiction,2000
8432227587,others,Planeta,en,fiction,2020
0349109931,others,Little Brown and Company,en,fiction,2000
8466301151,Manuel Rivas,Punto de Lectura,en,fiction,2020
8806143042,others,Einaudi,it,fiction,2000
0140124497,P.G. Wodehouse,Penguin,en,fiction,2000
0553210114,others,Bantam,en,fiction,1990
0156658992,others,Harvest Books,en,fiction,1970
3499123665,John Updike,Rowohlt,en,fiction,1990
3548603203,Eoin Colfer,Ullstein TB-Vlg,en,fiction,2020
2020482363,Eduardo Mendoza,Seuil,en,fiction,2020
2253057835,others,LGF,fr,fiction,2000
052594527X,Tracy Chevalier,Dutton,en,fiction,2000
3257204833,Patricia Highsmith,Diogenes,en,fiction,1980
3404141970,Wolfgang Hohlbein,LÃ?Â¼bbe,en,fiction,2000
3596122279,others,Distribooks,en,fiction,2020
3596156963,others,"Fischer (Tb.), Frankfurt",de,conduct of life,2020
0316158720,others,Little Brown & Co,en,fiction,2000
0375701044,others,Vintage,en,biography autobiography,2000
0007154615,Carol Shields,Perennial,en,fiction,2020
0375412824,others,Knopf,en,fiction,2020
084236661X,others,Tyndale House Pub,en,fiction,1990
0708842100,others,Warner Books,en,fiction,2000
0590453661,R. L. Stine,Scholastic,en,others,2000
059042761X,others,Scholastic,en,fiction,1970
0385721617,others,Anchor,en,fiction,2020
0694013226,others,HarperFestival,en,fiction,2020
0441005764,Brian Jacques,Ace Books,en,fiction,2000
0345418832,Amanda Cross,Ballantine Books,en,fiction,2000
039914210X,Lilian Jackson Braun,Putnam Pub Group,en,fiction,2000
0399147284,John Sandford,G. P. Putnam's Sons,en,fiction,2020
0399147772,Stuart Woods,G. P. Putnam's Sons,en,fiction,2020
0439101336,Charles Dickens,Scholastic,en,fiction,2020
0440237416,Stephen White,Dell,en,fiction,2020
0451410777,others,Onyx Books,en,fiction,2020
0671024051,others,Atria,en,fiction,2000
0671026801,others,Atria,en,fiction,2020
0671034065,Linda Howard,Atria,en,fiction,2020
0684869829,others,Simon & Schuster,en,fiction,2020
0380730359,Dennis Lehane,HarperTorch,en,fiction,2000
0374166560,Brian Moore,Farrar Straus Giroux,en,fiction,1980
0451150635,Stephen King,Signet Book,en,fiction,1990
3492225926,others,Piper,en,fiction,2000
3596132762,others,Taschen,en,fiction,2000
006018700X,others,HarperSanFrancisco,en,fiction,2000
0571174450,others,Faber & Faber,en,biography autobiography,2000
0684836483,others,Fireside,en,pets,2000
0312848846,others,Forge,en,fiction,2020
8433966111,Paul Auster,Anagrama,en,fiction,2000
0767907817,Jane Green,Broadway,en,fiction,2020
0553208845,Hermann Hesse,Bantam,en,fiction,1990
0064400581,Jean Craighead George,HarperTrophy,en,fiction,1980
0571142745,Hanif Kureishi,Faber Faber Inc,en,fiction,2000
0898861780,others,Mountaineers Books,en,others,1990
1586480456,others,PublicAffairs,en,humor,2020
030681188X,others,others,en,biography autobiography,2020
0688155022,others,William Morrow,en,business,2000
0743204158,others,Free Press,en,business,2020
088064219X,others,Fromm Intl,en,history,2020
1904095399,others,others,en,fiction,2020
0394541545,James A. Michener,Random House,en,fiction,2000
0440225698,Danielle Steel,Dell,en,fiction,2000
0449219283,Victoria Holt,Ivy Books,en,fiction,2000
0553574965,others,Bantam,en,fiction,2000
0684823780,C. S. Lewis,Simon & Schuster,en,religion,2000
0800758358,others,Revell,en,fiction,2020
0842329218,others,Tyndale House Pub,en,fiction,2000
1576738442,Bruce Wilkinson,Multnomah,en,religion,2020
0877958920,others,Arbor House Pub Co,en,fiction,1990
0440235758,Christina Skye,Island,en,fiction,2020
0743216458,Stephen E. Ambrose,Simon & Schuster,en,fiction,2020
0061007129,Jeffrey Archer,HarperTorch,en,fiction,2000
0440228204,others,Laurel,en,fiction,2000
0883657635,others,BBS Publishing Corporation,en,fiction,2000
0425143325,Tom Clancy,Berkley Publishing Group,en,fiction,2020
0425180964,Tom Clancy,Berkley Publishing Group,en,fiction,2020
0812520793,Judith Tarr,Tor Books,en,fiction,2000
0312109393,others,St Martins Pr,en,fiction,2000
0399148019,others,G. P. Putnam's Sons,en,fiction,2020
8807014467,others,Feltrinelli,en,fiction,2000
0373063121,others,Harlequin,en,fiction,2020
0140620869,Lewis Carroll,Penguin,en,others,2000
0553801589,RITA MAE BROWN,Bantam,en,fiction,2020
0743411250,Barbara Delinsky,Pocket,en,fiction,2020
0375700684,others,Vintage,en,fiction,2000
0375700692,Carl Hiaasen,Vintage,en,fiction,2000
0590129988,Philip Pullman,Scholastic,en,fiction,2000
0312955510,William J. Coughlin,St. Martin's Press,en,fiction,2000
0345396537,Terry Brooks,Del Rey,en,fiction,2000
8880891901,others,others,en,fiction,2000
0452272092,others,Plume Books,en,fiction,2000
3407808836,others,Beltz,en,fiction,2020
3423085711,others,Dtv,en,fiction,2020
3453159926,Stephen King,Heyne,de,united states,2000
3499262967,others,Rowohlt,en,fiction,2020
3499137909,Peter Hoeg,Rowohlt,de,others,2000
0747563721,others,Bloomsbury,en,new york n y,2020
0451518845,Charlotte Bronte,New Amer Library,en,fiction,2000
0064407721,others,HarperTrophy,en,fiction,2000
0140089365,Helene Hanff,Penguin,en,biography autobiography,1990
0156806479,T. S. Eliot,Harvest Books,en,poetry,1970
0345395190,Julian May,Del Rey,en,fiction,2020
0345441443,Sharon Kay Penman,Fawcett,en,fiction,2020
038072345X,others,Harper Mass Market Paperbacks,en,others,2000
0395869463,Penelope Fitzgerald,Mariner Books,en,fiction,2000
0440911710,others,Laure Leaf,en,fiction,1990
0441009700,Anne Perry,Ace Books,en,fiction,2020
0441535771,others,Ace Books,en,fiction,1990
0451455126,others,Roc,en,fiction,2000
0451521285,William Shakespeare,Signet Classics,en,fiction,2000
0451521358,William Shakespeare,New Amer Library,en,fiction,1990
0553265571,others,Spectra,en,fiction,1990
0553266055,James Herriot,Bantam,en,biography autobiography,1990
0684859785,others,Free Press,en,fiction,2020
0802132952,William S. Burroughs,Grove Press,en,psycholog,2000
0812552989,Fred Saberhagen,St Martins Pr,en,fiction,1990
0812566351,others,Tor Books,en,others,1990
0553274864,C. S. Lewis,Bantam,en,self help,1990
0671025570,Larry McMurtry,Pocket,en,family,2000
0805064362,others,Owl Books,en,psycholog,2020
1888604182,others,others,en,fiction,2020
8817521620,others,Rizzoli,en,fiction,2000
8845909840,others,others,it,fiction,2000
0440204887,Richard Bach,Dell,en,fiction,2000
0345339681,J.R.R. TOLKIEN,Del Rey,en,fiction,1990
0345272579,J. R. R. Tolkien,Ballantine Books,en,fiction,1980
0812572297,Spider Robinson,Tor Books,en,fiction,2020
0156007568,Carlos Fuentes,Harvest Books,en,fiction,2020
0385199570,Stephen King,Doubleday,en,fiction,2000
3404701704,Dalai Lama,LÃ?Â¼bbe,en,fiction,2020
3423202947,Henning Mankell,Dtv,en,fiction,2020
3423205202,Henning Mankell,Dtv,en,fiction,2020
3442541751,others,Goldmann,en,fiction,2020
3453169247,John Grisham,Heyne,en,fiction,2020
0020869002,C.S. Lewis,Scribner,en,fiction,1970
0025003305,others,Scribner,en,fiction,1990
0026890380,others,others,en,children,1990
0060235330,Margaret Wise Brown,Harpercollins,en,fiction,2000
0060975849,others,Perennial,en,fiction,2000
0064401324,others,HarperTrophy,en,fiction,1990
0064440168,Peggy Parish,Harpercollins,en,others,1980
0064471098,C. S. Lewis,Collins,en,fiction,2000
0140094385,others,Penguin,en,language,1990
0140279288,others,Penguin,en,fiction,2020
0140309578,others,Puffin Books,en,fiction,2000
014034294X,Roald Dahl,Puffin Books,en,fiction,2000
0140430113,Charlotte Bronte,Penguin,en,fiction,1990
0141301058,Roald Dahl,Puffin Books,en,fiction,2000
0141304707,Roald Dahl,Puffin Books,en,fiction,2020
0156329301,C. S. Lewis,Harvest Books,en,fiction,1980
0226500578,others,University of Chicago Press,en,fiction,1980
0307128385,Betty Birney,Golden Books,en,fiction,2000
0307168409,MERCER MAYER,Golden Books,en,animal,2020
0310211883,others,Zondervan,en,religion,2000
0310322413,others,Zondervan,en,child rearing,1990
0312099436,others,St. Martin's Griffin,en,fiction,2000
0312146310,James Herriot,St. Martin's Press,en,pets,2000
0312180624,others,St. Martin's Griffin,en,fiction,2000
0316284955,others,Back Bay Books,en,fiction,2020
0345319672,others,Ballantine Books,en,fiction,1990
0345439252,others,Ballantine Books,en,fiction,2020
0373245076,others,Silhouette,en,fiction,2020
0374109990,others,Farrar Straus Giroux,en,fiction,2000
0374332657,Louis Sachar,"Farrar, Straus and Giroux",en,fiction,2000
0375410546,Kazuo Ishiguro,Knopf,en,fiction,2020
0380710722,others,Avon,en,actors,2000
0380726815,Kaye Gibbons,Avon,en,fiction,2000
0385127685,others,Bantam,en,fiction,1980
0385319525,others,Delta,en,fiction,2000
0394873335,Stan Berenstain,Random House,en,fiction,1990
0395070902,others,Houghton Mifflin,en,fiction,2000
0395827418,others,Houghton Mifflin,en,fiction,2000
039922405X,others,Putnam Publishing Group,en,children,2000
0425178102,Dave Barry,Berkley Publishing Group,en,fiction,2020
0425181480,others,Berkley Publishing Group,en,fiction,2020
0439078059,others,Scholastic,en,fiction,2020
0439164842,others,Scholastic,en,fiction,2020
0440147956,Maeve Binchy,Dell,en,fiction,2000
0440204194,Maeve Binchy,Dell,en,fiction,1990
0440207622,DANIELLE STEEL,Dell,en,fiction,2000
0440213029,Maeve Binchy,Dell,en,fiction,2000
0440223016,Louisa May Alcott,Dell,en,fiction,2000
0440225825,others,Island,en,fiction,2020
044048474X,JUDY BLUME,Yearling,en,fiction,1980
0440498058,others,Yearling,en,fiction,2000
0440942500,others,Random House,en,fiction,1970
0446607339,Brad Meltzer,Warner Vision,en,fiction,2000
044809553X,Carolyn Keene,Grosset & Dunlap,en,adventure,1980
0449215296,Erma Bombeck,Fawcett,en,humor,2000
0449219372,Margaret Truman,Fawcett,en,fiction,2000
0451129040,others,New Amer Library,en,fiction,1990
0451152190,Jonathan Kellerman,New American Library,en,psycholog,2000
0451410025,Martha Grimes,Onyx Books,en,fiction,2020
0451528018,Arthur Conan Doyle,Signet Classics,en,fiction,2020
0451628330,others,Signet Book,en,fiction,2000
048626968X,Jack London,Dover Publications,en,fiction,2000
0515117234,Dick Francis,Jove Books,en,fiction,2000
0525935878,Nancy Taylor Rosenberg,Penguin,en,fiction,2000
0553211587,Mark Twain,Bantam,en,fiction,1990
0553212060,Nathaniel Hawthorne,Bantam,en,fiction,1990
0553256653,others,Bantam,en,fiction,1990
0553573616,others,Bantam,en,biography autobiography,2000
0590298356,Ann M. Martin,Scholastic,en,fiction,2000
0590386042,others,Apple,en,fiction,2020
059048575X,others,Scholastic,en,others,2000
0590762613,K. A. Applegate,Apple,en,fiction,2000
0590997262,Katherine Applegate,Scholastic,en,fiction,2000
0590997297,Katherine Applegate,Scholastic,en,fiction,2000
0671019805,Diana G. Gallagher,Simon Spotlight,en,fiction,2000
0671028049,Nancy Holder,Simon Spotlight,en,fiction,2000
0671657135,others,Simon & Schuster,en,psycholog,1990
0671702262,others,Little Simon,en,others,2000
0671729896,Pearl S. Buck,Pocket,en,china,2000
0671753819,Larry McMurtry,Pocket,en,fiction,2000
0671872672,Christopher Pike,Simon Pulse,en,authors,2000
0679751602,others,Vintage,en,humor,2000
0679830006,STAN BERENSTAIN,Random House,en,fiction,2000
0679848053,STAN BERENSTAIN,Random House,en,fiction,2000
0679864342,Stan Berenstain,Random House,en,fiction,2000
0679866957,Barbara Park,Random House,en,fiction,2000
0679877061,STAN BERENSTAIN,Random House,en,fiction,2000
0684823772,C.S. Lewis,Scribner,en,fiction,2000
0684835355,Michael Dorris,Scribner,en,fiction,2000
0684835525,others,Simon & Schuster,en,pets,2000
0684852772,others,Scribner,en,biography autobiography,2000
0688025072,Mary Stewart,Harpercollins,en,fiction,1990
0688031188,Jeff Smith,Harpercollins,en,fiction,1990
0689817215,others,Aladdin,en,fiction,2000
0689824351,others,Aladdin,en,fiction,2000
071483839X,others,Phaidon Press,en,photograph,2000
0723236658,Beatrix Potter,Frederick Warne and Company Inc,en,fiction,2000
0736903054,others,Harvest House Pub,en,religion,2020
0745926290,Jan Karon,Lion Publishing Corporation,en,fiction,2000
0786867647,others,Hyperion,en,biography autobiography,2020
0786867752,others,Hyperion,en,sports recreation,2020
0786883375,Richard Carlson,Hyperion,en,fiction,2000
0800786084,others,Revell,en,fiction,2000
0802775241,others,Walker & Company,en,fiction,2000
0804111154,Robert Fulghum,Ivy Books,en,self help,2000
0805421351,others,Broadman & Holman Publishers,en,fiction,2020
0806624302,others,Augsburg Fortress Publishers,en,family,1990
0806961740,others,Sterling Publishing,en,fiction,2000
0812505123,Jack London,Tor Books,en,fiction,1990
0812521757,Melissa Scott,Tor Books,en,fiction,2000
0812568788,others,Tor Books,en,fiction,2000
0836218620,Bill Watterson,Andrews McMeel Pub,en,humor,2000
0836218663,Bill Watterson,Andrews McMeel Pub,en,humor,2000
0836218833,Bill Watterson,Andrews McMeel Pub,en,comics graphic novels,2000
0842321934,Jerry B. Jenkins,Tyndale House Pub,en,fiction,2000
0842321942,Jerry B. Jenkins,Tyndale House Pub,en,fiction,2000
0842345523,Josh McDowell,Tyndale House Pub,en,religion,1990
0843951141,others,Leisure Books,en,fiction,2020
0849911672,Billy Graham,Thomas Nelson,en,angels,2000
0849929660,others,Word Books,en,family,1990
0849941768,others,W Publishing Group,en,christian,2000
0871237954,Janette Oke,Bethany House,en,fiction,1990
0871915537,others,Creative Education,en,fiction,1980
0874869870,others,others,en,biography autobiography,2000
0877191174,John R. Erickson,others,en,fiction,1990
0892838981,others,Vine Books,en,business,2000
0898157803,others,Ten Speed Pr,en,humor,2000
0918956463,Josh McDowell,others,en,fiction,1980
0918956730,Josh McDowell,others,en,others,1990
0937295043,others,Pleasant Company Publications,en,fiction,1990
0937295078,Valerie Tripp,Pleasant Company Publications,en,fiction,1990
0937295167,Valerie Tripp,Pleasant Company Publications,en,fiction,1990
0937295221,others,Pleasant Company Publications,en,fiction,1990
0937295256,Valerie Tripp,Pleasant Company Publications,en,christmas stories,1990
